"code","type","firma","bulstat","fobshtina","fgrad","vei","vobshtina","vgrad","moshtnost","vavejdane","geo"
"ИНСО01СЕ0000","СЕ","”Интерсол” АД",175440057,"Столична","София","ФтЕЦ ”Пауново-1”","Ихтиман","с. Пауново",1.002375,240309,"42.51968,23.71330"
"ЕКО101ВЕ0000","ВЕ","”Еко инвест 1” ООД",201114471,"Столична","София","ВяЕЦ ”Селановци”","Оряхово","с. Селановци",1.5,240111,"43.6728327,23.9910856"
"РИЦ101ВЕ0000","ВЕ","”Риц 1” ООД",130486922,"Столична","София","ВяЕЦ ”Байкал”","Долна Митрополия","с. Байкал",1.6,151208,"43.7087037,24.427092"
"СВЕТ01СЕ0000","СЕ","”Светоел” ЕООД",200069361,"Созопол","Созопол","ФтЕЦ ”Караново”","Нова Загора","с. Караново",0.0756,90511,"42.64279,27.19459"
"УИЕН01ВЕ0000","ВЕ","”Уинд енерджи” ЕООД",175145060,"Варна","Варна","ВтЕЦ ”Кардам - 2”","Генерал Тошево","с. Кардам",4.2,110810,"43.7538009,28.1079003"
"СЕВЗ01ВЕ0000","ВЕ","”Севън Зуп” ЕООД",175143077,"Варна","Варна","ВтЕЦ ”Кардам - 32”","Генерал Тошево","с. Кардам",2.1,110810,"43.7538009,28.1079003"
"КРКО01ВЕ0000","ВЕ","”Креда консулт” ЕООД",131303733,"Варна","Варна","ВтЕЦ ”Кардам - 1”","Генерал Тошево","с. Кардам",4.2,110810,"43.7538009,28.1079003"
"СЕВЗ02ВЕ0000","ВЕ","”Севън Зуп” ЕООД",175143077,"Варна","Варна","ВтЕЦ ”Кардам - 31”","Генерал Тошево","с. Кардам",2.1,110810,"43.7538009,28.1079003"
"ЕКФА01ВЕ0000","ВЕ","”Еко Фарм” ООД",119606034,"Сливен","Сливен","ВтЕЦ ”Еко Фарм - Бяла 1”","Сливен","с. Бяла",1.2,160108,"42.72835,26.18248"
"ЧЕЕН01СЕ0000","СЕ","”Чепеларе Енерджи” ЕООД",200466167,"Чепеларе","Чепеларе","ФтЕЦ ”Чепеларе Енерджи”","Чепеларе","Чепеларе",0.0966,131211,"41.72687,24.68507"
"ДИАТ01СЕ0000","СЕ","”Дианат” ООД",130524967,"Столична","София","ФтЕЦ ”Суходол”","Столична","София",0.1375,150411,"42.65416,23.40637"
"ДДСК01ВД0000","ВД","Дружество по ЗЗД ”Кардам”",130999017,"Столична","София","ВЕЦ ”Бистрица”","Самоков","к. к. Боровец",0.12,10112,"42.26104,23.60824"
"ВГАМ01СЕ0000","СЕ","”Вектор Гама” ЕООД",160138156,"Пловдив","Пловдив","ФтЕЦ ”Конуш”","Асеновград","с. Конуш",0.43,100309,"42.06458,25.03990"
"ДЖИС01СЕ0000","СЕ","”Ем Джи Ес” ООД",160130647,"Калояново","с. Ръжево","ФтЕЦ ”Ръжево”","Калояново","с. Ръжево",0.04536,240811,"42.37211,24.80017"
"ЕХИЕ01ВД0000","ВД","”Екохидроелектро” ЕООД",200533363,"Априлци","Априлци","МВЕЦ ”Зла река”","Априлци","Априлци",0.32,200710,"42.83368,24.91012"
"СОДЖ01СЕ0000","СЕ","”Солар Джемини” ЕООД",201180852,"Ботевград","Ботевград","ФтЕЦ ”Солар Джемини”","Ботевград","с. Боженица",0.03,160311,"43.00991,23.81458"
"СЗМО01ВД0000","ВД","”Снабдяване, заготовки и монтаж” ООД",811160619,"Благоевград","с. Покровник","ВЕЦ ”Влахи”","Кресна","с. Влахи",1.05,100106,"41.75127,23.21428"
"СТИС01ВД0000","ВД","”Стис” ЕООД",131401953,"Столична","София","МВЕЦ ”Манастирска”","Чупрене","с. Чупрене",0.184,280211,"43.51469,22.66754"
"МВКО01ВД0000","ВД","”Микро Вец Косица” АД",175288539,"Столична","София","МВЕЦ ”Косица”","Тетевен","с. Дивчовото",0.48,90206,"42.83242,24.22245"
"СОИП01СЕ0000","СЕ","”Солар инженеринг Проект” ЕООД",200667581,"Левски","с. Обнова","ФтЕЦ ”Обнова”","Левски","с. Обнова",0.09656,40211,"43.43846,24.99389"
"СМАГ01СЕ0000","СЕ","”Смарт Агроинвест” ЕООД",200877065,"Средец","Средец","ФтЕЦ ”Смарт Агроинвест - Синьо Камене”","Средец","с. Синьо Камене",0.0999,310811,"42.25834,26.98195"
"СЕ2001СЕ0000","СЕ","”Солар Енерджи 2000” ЕООД",200492646,"Столична","София","ФтЕЦ ”Средец”","Опан","с. Средец",0.0972,11010,"42.24808,25.67024"
"ЕК1101ВЕ0000","ВЕ","”Екоенергия 2011” ООД",201542066,"Созопол","с. Черноморец","ВтЕЦ ”Лесово 4 - Екоенергия”","Елхово","с. Лесово",0.4,111110,"41.99930,26.56888"
"ЕК1102ВЕ0000","ВЕ","”Екоенергия 2011” ООД",201542066,"Созопол","с. Черноморец","ВтЕЦ ”Лесово 3 - Екоенергия”","Елхово","с. Лесово",0.5,70309,"41.99541,26.57318"
"ЦЕНТ01ВД0000","ВД","”Центриом” ООД",130271535,"Столична","София","МВЕЦ ”Априлци”","Априлци","Априлци",0.58,311003,"42.83569,24.94308"
"ЧЕМЕ01ВД0000","ВД","”Черна Места” ООД",131276019,"Столична","София","МВЕЦ ”Черна Места”","Якоруда","Якоруда",0.65,220507,"42.01665,23.67279"
"МЕ0401ВД0000","ВД","”Мегастрой-2004” ООД",105556774,"Столична","София","МВЕЦ ”Мега 1”","Чупрене","с. Долни Лом",0.56,41109,"43.50598,22.78083"
"БЯМЕ01ВД0000","ВД","”Бяла Места” ООД",131275950,"Столична","София","МВЕЦ ”Бяла Места”","Якоруда","Якоруда",0.65,220507,"42.01818,23.66592"
"АЛЕЛ01СЕ0000","СЕ","”Ал-Електрик” ЕООД",200189754,"Стралджа","с. Маленово","ФтЕЦ ”Ал-Електрик - Маленово”","Стралджа","с. Маленово",0.04752,40411,"42.55687,26.77968"
"ДИ9001ВЕ0000","ВЕ","”ДИД 90” ЕООД",147126373,"Поморие","Поморие","ВтЕЦ ”ДИД - Сини рид”","Руен","с. Сини рид",0.25,250309,"42.82260,27.43492"
"ХИКА01ВД0000","ВД","”Хидроенергетика” ООД",115586673,"Пловдив","Пловдив","МВЕЦ ”Тополница”","Златица","с. Петрич",0.42,50110,"42.59782,24.01062"
"ВТКШ01ВЕ0000","ВЕ","”ВТК” ООД",127585860,"Шумен","Шумен","ВтЕЦ ”Крупен 24”","Каварна","Каварна",0.5,90307,"43.42499,28.34610"
"ЕКИЯ01ВД0000","ВД","”Екоенергия” ООД",120604639,"Девин","Девин","МВЕЦ ”Гьоврен”","Девин","с. Гьоврен",0.634,70809,"41.66239,24.37694"
"ВЕХД01ВД0000","ВД","”ВЕЦ Енергия Холдинг” ЕАД",201646079,"Столична","София","ВЕЦ ”Ракита”","Червен бряг","с. Ракита",3.15,10168,"43.27070,24.27120"
"ВЕХД02ВД0000","ВД","”ВЕЦ Енергия Холдинг” ЕАД",201646079,"Столична","София","ВЕЦ ”Катунци”","Сандански","с. Катунци",3.45,10106,"41.44324,23.43383"
"ВЕХД03ВД0000","ВД","”ВЕЦ Енергия Холдинг” ЕАД",201646079,"Столична","София","ВЕЦ ”Славова”","Благоевград","с. Бистрица",1.7,10110,"42.06930,23.14991"
"ВЕХД04ВД0000","ВД","”ВЕЦ Енергия Холдинг” ЕАД",201646079,"Столична","София","ВЕЦ ”Койнаре”","Червен бряг","с. Койнаре",1.5,10147,"43.35214,24.13764"
"ВЕХД05ВД0000","ВД","”ВЕЦ Енергия Холдинг” ЕАД",201646079,"Столична","София","ВЕЦ ”Самораново”","Дупница","с. Самораново",2.92,10165,"42.26308,23.16535"
"ЛУКЛ01ВД0000","ВД","”Лукел” ЕООД",131299936,"Столична","София","ВЕЦ ”Карлуково”","Луковит","с. Карлуково",2.3,10110,"43.16612,24.06967"
"ТОБГ01СЕ0000","СЕ","”Топелектрик БГ” ООД",200654621,"Стралджа","Маленово","ФтЕЦ ”Топелектрик - Маленово”","Стралджа","с. Маленово",0.07776,280611,"42.55826,26.78398"
"ХЛХИ01СЕ0000","СЕ","”Хляб и хлебни изделия” ЕООД",128567573,"Елхово","Елхово","ФвЕЦ ”Гранитово-1”","Елхово","с. Гранитово",0.1244,281009,"42.09567,26.53541"
"ХЛХИ02СЕ0000","СЕ","”Хляб и хлебни изделия” ЕООД",128567573,"Елхово","Елхово","ФвЕЦ ”Гранитово-2”","Елхово","с. Гранитово",0.79344,51211,"42.09694,26.53404"
"ЕСПУ01СЕ0000","СЕ","”Еко сън пауър” ООД",200052488,"Сливен","Сливен","ФтЕЦ ”Екосън - Блатец”","Сливен","с. Блатец",1.435,90911,"42.63092,26.54022"
"ЕСПУ02СЕ0000","СЕ","”Еко сън пауър” ООД",200052488,"Сливен","Сливен","ФтЕЦ ”Екосън - Маленово”","Стралджа","с. Маленово",0.4343,280611,"42.55725,26.78140"
"МЛСО01СЕ0000","СЕ","”Маленово Солар” ООД",200654831,"Сливен","Сливен","ФтЕЦ ”Маленово солар”","Стралджа","с. Маленово",0.05805,280611,"42.55712,26.78604"
"ККСП01СЕ0000","СЕ","”Корина Експорт” ЕООД",827199207,"Русе","Русе","ФтЕЦ ”Корина Експорт”","Иваново","с. Червен",0.02592,160409,"43.61370,26.02455"
"СЛМН01СЕ0000","СЕ","”Солар МН” ЕООД",200565464,"Нова Загора","с. Богданово","ФтЕЦ ”Солар МН - Богданово”","Нова Загора","с. Богданово",0.06768,190811,"42.39126,25.99777"
"ЛТ0801СЕ0000","СЕ","”Ланд Трейд - 2008” ЕООД",200468926,"Бургас","Бургас","ФтЕЦ ”Ланд трейд - Заберново”","Малко Търново","с. Заберново",0.99099,111111,"42.10245,27.56203"
"ЕН1101СЕ0000","СЕ","”Емона 2011” ООД",201394518,"Добрич","Добрич","ФтЕЦ ”Емона - Камен връх”","Болярово","с. Камен връх",0.44979,290811,"42.25564,26.78456"
"ИНДЖ01СЕ0000","СЕ","”Ив Еко Енерджи” ЕООД",200691089,"Сандански","с. Лешница","ФтЕЦ ”Пе Еко 2”","Сандански","с. Джигурово",0.3,81211,"41.55894,23.31101"
"ГНДЖ01СЕ0000","СЕ","”Гал Еко Енерджи” ЕООД",200645088,"Сандански","с. Склаве","ФтЕЦ ”Пе Еко 4”","Сандански","с. Джигурово",0.1,81211,"41.55727,23.31092"
"БИГС01СЕ0000","СЕ","ЕТ ”БГ Инвест - Гергана Спасова”",200331753,"Лесичово","с. Динката","ФтЕЦ ”Щърково”","Лесичово","с. Щърково",0.0999,80911,"42.29984,24.23043"
"СИТИ01ВЕ0000","ВЕ","”Сити-Д” ЕООД",117587231,"Русе","Русе","ВтЕЦ ”Могилище-1”","Каварна","с. Могилище",0.5,290606,"43.48705,28.34610"
"СИТИ02ВЕ0000","ВЕ","”Сити-Д” ЕООД",117587231,"Русе","Русе","ВтЕЦ ”Калето”","Омуртаг","Омуртаг",0.75,151106,"43.10499,26.40838"
"АЕМТ01СЕ0000","СЕ","”Алфа Енерджи МТ” ЕООД",200534102,"Столична","София","ФтЕЦ ”Малко Търново”","Малко Търново","Малко Търново",2.4,300511,"41.99598,27.51680"
"ДЕСО01СЕ0000","СЕ","”Девня Солар” ЕАД",201091446,"Девня","Девня","ФтЕЦ ”Девня”","Девня","Девня",4.804,210911,"43.23738,27.55723"
"СОБ201СЕ0000","СЕ","”Солар България 2” ЕООД",201471562,"Столична","София","ФтЕЦ ”Солсбор - ГКК”","Пазарджик","с. Сбор",4.979,140611,"42.3378806,24.2909539"
"СОБ101СЕ0000","СЕ","”Солар България 1” ЕООД",201471562,"Столична","София","ФтЕЦ ”Солсбор - КГД”","Пазарджик","с. Сбор",4.979,140611,"42.3378806,24.2909539"
"ЕС0901СЕ0000","СЕ","”Енерджи Систем 2009” ЕООД",200773903,"Благоевград","Благоевград","ФтЕЦ ”Енерджи”","Кресна","Кресна",0.48,90911,"42.56800,26.52391"
"ЗАСВ01ВД0000","ВД","”Захарен свят” ООД",114589517,"Столична","София","ВЕЦ ”Пилатовец”","Чипровци","Чипровци",0.8,100709,"43.38581,22.8642"
"ЗАСВ02ВД0000","ВД","”Захарен свят” ООД",114589517,"Столична","София","ВЕЦ ”Мартиново”","Чипровци","с. Мартиново",0.725,180510,"43.39846,22.83744"
"ПРБС01ВД0000","ВД","”Пиринска Бистрица - Енергия” ЕАД",121893417,"Столична","София","ВЕЦ ”Спанчево”","Сандански","с. Горно Спанчево",28,10180,"41.50158,23.50297"
